Student_id,Age,Gender,Academic_level,Country,Avg_Daily_Usage_hours,Most used Platform,Affects Academic Performance,Relationships,Conflict,Sleep Hours per night,Mental health Score,Addicted Score
3706,19,Female,Undergraduate,Denmark,8.4,Instagram,Yes,Single,Instagram,4,2,1
3707,15,Male,High School,Australia,5.1,LINE,Yes,Complicated,WhatsApp,5,3,1
3708,21,Male,Undergraduate,Indonesia,4.4,WhatsApp,Yes,Single,WhatsApp,6,5,10
3709,21,Male,Undergraduate,Malaysia,5.2,WhatsApp,No,Single,Snapchat,5,5,10
3710,26,Female,Graduate,Japan,8,LINE,No,Single,LinkedIn,7,9,1
3711,16,Female,High School,Switzerland,5.8,Facebook,Yes,Single,Twitter,8,3,5
3712,16,Male,High School,Philippines,3.3,WhatsApp,No,Complicated,WhatsApp,4,5,1
3713,18,Female,High School,Nigeria,6.9,Snapchat,Yes,Single,Twitter,7,10,10
3714,25,Male,Graduate,Chile,8.9,Instagram,No,In-Relationship,Snapchat,6,6,10
3715,15,Male,High School,Spain,9.7,LINE,Yes,Single,Instagram,6,8,9
3716,25,Male,Graduate,Finland,7.7,Instagram,Yes,Single,WhatsApp,7,7,7
3717,25,Male,Graduate,Japan,6.5,Instagram,Yes,Single,Snapchat,7,8,4
3718,19,Female,Undergraduate,Ireland,5.7,Twitter,No,In-Relationship,Instagram,7,9,6
3719,26,Female,Graduate,Hungary,8.5,Snapchat,No,In-Relationship,LinkedIn,7,2,10
3720,20,Male,Undergraduate,Norway,4.9,Twitter,Yes,Complicated,Instagram,7,9,7
3721,23,Male,Graduate,Thailand,5.3,LINE,No,Complicated,Facebook,6,7,10
3722,23,Female,Graduate,Hungary,8.6,Snapchat,Yes,Single,WhatsApp,7,1,3
3723,25,Male,Graduate,Poland,6.8,Snapchat,Yes,Single,Twitter,4,7,6
3724,20,Female,Undergraduate,Canada,8.1,Snapchat,Yes,Single,WhatsApp,4,5,2
3725,19,Female,Undergraduate,South Africa,6.4,Facebook,No,Single,Instagram,7,4,3
3726,21,Male,Undergraduate,Pakistan,5.9,Instagram,Yes,Single,Facebook,8,6,4
3727,22,Female,Undergraduate,Romania,7.5,WhatsApp,Yes,Complicated,Tik-Tok,6,7,4
3728,16,Female,High School,Denmark,6.2,WhatsApp,Yes,Single,Twitter,6,5,7
3729,22,Female,Undergraduate,Germany,5,Instagram,Yes,Single,Instagram,5,7,6
3730,20,Male,Undergraduate,Austria,7.7,Instagram,No,Single,Instagram,6,1,4
3731,22,Female,Undergraduate,Colombia,10,Linkdin,Yes,Single,Twitter,7,5,6
3732,21,Female,Undergraduate,Denmark,5.6,Tik-Tok,No,Single,WhatsApp,7,1,3
3733,16,Male,High School,Poland,8.5,Linkdin,Yes,Single,Instagram,7,4,8
3734,20,Male,Undergraduate,UAE,5.8,Facebook,Yes,Complicated,Facebook,8,8,5
3735,23,Male,Graduate,Chile,3.8,Instagram,Yes,Single,WhatsApp,4,7,8
3736,18,Female,High School,Russia,5,Linkdin,No,Single,Facebook,6,5,1
3737,26,Male,Graduate,Brazil,4.1,Twitter,Yes,Complicated,Facebook,4,1,3
3738,22,Female,Undergraduate,Australia,5.7,LINE,Yes,Single,Snapchat,7,8,10
3739,24,Female,Graduate,Israel,7.6,Instagram,Yes,Complicated,LinkedIn,5,9,1
3740,18,Female,High School,France,3.4,Snapchat,No,Single,Instagram,8,8,9
3741,25,Male,Graduate,Singapore,10,Snapchat,No,Single,Snapchat,6,5,5
3742,24,Male,Graduate,Ireland,5.8,Linkdin,Yes,Single,Instagram,6,6,6
3743,17,Female,High School,New Zealand,5,Linkdin,Yes,In-Relationship,LinkedIn,4,6,2
3744,26,Female,Graduate,South Africa,3.5,Facebook,No,Complicated,LinkedIn,6,3,10
3745,22,Female,Undergraduate,Argentina,8.9,Tik-Tok,Yes,Complicated,Snapchat,4,5,10
3746,18,Female,High School,Finland,7,WhatsApp,Yes,Single,Twitter,4,7,7
3747,16,Female,High School,Chile,9.9,Twitter,Yes,In-Relationship,Instagram,6,6,10
3748,20,Female,Undergraduate,Czech Republic,8.3,Instagram,Yes,In-Relationship,LinkedIn,6,6,6
3749,17,Male,High School,Thailand,4.8,WhatsApp,Yes,Single,Instagram,7,6,2
3750,17,Female,High School,South Africa,3.2,Snapchat,No,Complicated,Instagram,4,5,2
3751,26,Male,Graduate,Greece,6.1,Tik-Tok,No,In-Relationship,Instagram,8,7,1
3752,25,Male,Graduate,Finland,7.6,Instagram,No,Complicated,LinkedIn,6,8,3
3753,26,Female,Graduate,UK,4.7,LINE,Yes,Single,LinkedIn,4,6,7
3754,22,Male,Undergraduate,Argentina,4.9,Snapchat,Yes,Single,Instagram,8,7,6
3755,21,Female,Undergraduate,Chile,9.9,Snapchat,Yes,Single,Twitter,7,8,4
3756,25,Female,Graduate,Turkey,8.9,Linkdin,Yes,In-Relationship,WhatsApp,7,1,10
3757,19,Female,Undergraduate,Switzerland,7.4,Instagram,Yes,Single,Twitter,6,8,10
3758,25,Male,Graduate,Pakistan,7.3,Snapchat,No,Single,WhatsApp,7,7,4
3759,15,Male,High School,Ireland,8,Facebook,Yes,Complicated,Instagram,5,3,1
3760,25,Male,Graduate,Chile,3.7,Snapchat,No,Single,WhatsApp,8,7,9
3761,15,Male,High School,UAE,4.6,Tik-Tok,Yes,In-Relationship,Instagram,8,4,4
3762,24,Male,Graduate,Singapore,3.7,WhatsApp,Yes,In-Relationship,Snapchat,7,9,3
3763,22,Female,Undergraduate,Ireland,7.5,Snapchat,Yes,Single,LinkedIn,7,8,2
3764,26,Male,Graduate,Saudi Arabia,9.6,Snapchat,No,Complicated,Instagram,4,10,1
3765,24,Male,Graduate,Malaysia,3.1,Instagram,Yes,Complicated,Snapchat,4,9,7
3766,24,Female,Graduate,Saudi Arabia,9.3,WhatsApp,Yes,Complicated,WhatsApp,6,8,7
3767,25,Female,Graduate,Romania,3.6,WhatsApp,Yes,In-Relationship,Snapchat,4,9,3
3768,21,Male,Undergraduate,Colombia,5.1,Facebook,Yes,Single,WhatsApp,6,8,3
3769,21,Female,Undergraduate,Czech Republic,6.8,Twitter,No,Complicated,Twitter,8,10,7
3770,22,Male,Undergraduate,UAE,3.6,Snapchat,No,Complicated,WhatsApp,5,1,9
3771,26,Female,Graduate,Denmark,5.6,LINE,Yes,In-Relationship,LinkedIn,7,9,10
3772,23,Female,Graduate,Denmark,9.7,Facebook,Yes,In-Relationship,Twitter,6,5,10
3773,16,Male,High School,Egypt,8.7,Twitter,No,Complicated,Twitter,7,10,2
3774,17,Female,High School,Kenya,3.5,Snapchat,No,In-Relationship,Twitter,5,9,10
3775,18,Male,High School,Singapore,8.4,Instagram,Yes,Single,WhatsApp,7,3,8
3776,25,Female,Graduate,South Korea,5,Snapchat,No,Single,Snapchat,8,3,2
3777,22,Female,Undergraduate,Germany,3.7,Twitter,No,Single,Instagram,7,1,4
3778,17,Female,High School,India,6.3,Tik-Tok,Yes,Single,Instagram,5,7,8
3779,20,Female,Undergraduate,Saudi Arabia,8.7,WhatsApp,No,In-Relationship,Twitter,4,7,6
3780,17,Male,High School,China,6.6,Instagram,Yes,In-Relationship,Twitter,6,4,4
3781,23,Female,Graduate,Japan,8.5,Linkdin,Yes,Single,Snapchat,7,1,5
3782,26,Female,Graduate,Nigeria,4.9,LINE,No,Single,Snapchat,5,10,4
3783,26,Male,Graduate,Belgium,7.5,Instagram,Yes,Single,Tik-Tok,7,6,5
3784,15,Female,High School,Vietnam,4.9,Facebook,No,In-Relationship,Instagram,8,2,6
3785,18,Male,High School,Japan,9.3,Snapchat,Yes,Single,Instagram,6,4,6
3786,19,Male,Undergraduate,Austria,3.1,Facebook,No,Single,Instagram,8,4,8
3787,24,Female,Graduate,Australia,9.7,Snapchat,No,Single,WhatsApp,6,4,9
3788,18,Male,High School,UK,7.6,WhatsApp,Yes,Single,Tik-Tok,7,5,7
3789,26,Male,Graduate,Australia,5.5,Twitter,Yes,Complicated,LinkedIn,6,7,8
3790,15,Female,High School,Sweden,7.5,Twitter,No,Complicated,Snapchat,4,6,9
3791,24,Male,Graduate,UAE,8.3,Snapchat,No,Single,Instagram,6,4,6
3792,25,Male,Graduate,Italy,5,WhatsApp,Yes,Complicated,Twitter,7,1,7
3793,25,Male,Graduate,Bangladesh,4.7,Twitter,Yes,Single,Instagram,6,10,5
3794,26,Male,Graduate,Turkey,7.8,Twitter,Yes,Single,LinkedIn,4,9,2
3795,20,Female,Undergraduate,Nigeria,8.4,LINE,Yes,Complicated,Twitter,8,7,8
3796,15,Male,High School,Turkey,9.7,LINE,No,In-Relationship,Instagram,7,10,8
3797,17,Female,High School,Germany,3.5,Twitter,Yes,Complicated,Tik-Tok,5,9,6
3798,23,Female,Graduate,Netherlands,6.8,LINE,Yes,Single,Instagram,5,9,5
3799,21,Female,Undergraduate,Mexico,9.3,Snapchat,Yes,In-Relationship,LinkedIn,4,2,6
3800,24,Female,Graduate,India,3.9,Twitter,No,Complicated,LinkedIn,7,2,8
3801,21,Female,Undergraduate,Poland,4,Tik-Tok,Yes,Complicated,WhatsApp,7,7,8
3802,17,Male,High School,New Zealand,4.7,WhatsApp,No,In-Relationship,Instagram,5,1,9
3803,20,Female,Undergraduate,Sweden,8.4,Snapchat,Yes,In-Relationship,Instagram,5,10,1
3804,25,Male,Graduate,Ireland,8.7,WhatsApp,Yes,Single,WhatsApp,8,3,3
3805,19,Male,Undergraduate,Finland,7.4,Tik-Tok,Yes,In-Relationship,Tik-Tok,7,10,8
3806,25,Male,Graduate,India,4.7,Linkdin,Yes,Single,Instagram,5,6,10
3807,21,Female,Undergraduate,France,7.8,Snapchat,No,Complicated,Snapchat,5,6,4
3808,26,Male,Graduate,Austria,10,WhatsApp,Yes,Single,Instagram,7,2,3
3809,17,Female,High School,Singapore,3.6,Linkdin,Yes,Single,WhatsApp,7,8,4
3810,24,Male,Graduate,Italy,8.5,WhatsApp,Yes,Single,Instagram,5,7,9
3811,18,Female,High School,Mexico,4.9,Instagram,Yes,Single,LinkedIn,7,1,2
3812,17,Female,High School,Portugal,6.5,Tik-Tok,Yes,Single,Instagram,4,6,5
3813,24,Female,Graduate,Israel,6.1,WhatsApp,No,Single,Instagram,5,6,8
3814,24,Male,Graduate,India,7.8,Snapchat,Yes,Complicated,Instagram,7,7,1
3815,23,Female,Graduate,Finland,7.9,WhatsApp,No,Complicated,Twitter,7,6,2
3816,22,Male,Undergraduate,UK,5.8,Twitter,Yes,Single,WhatsApp,7,3,7
3817,16,Female,High School,China,4.2,Snapchat,Yes,Single,WhatsApp,6,10,2
3818,25,Male,Graduate,Poland,9.5,Tik-Tok,Yes,Complicated,WhatsApp,8,9,3
3819,16,Male,High School,Portugal,5.5,WhatsApp,No,Complicated,Snapchat,4,2,2
3820,23,Male,Graduate,Israel,7.3,Snapchat,Yes,Single,Twitter,5,6,4
3821,20,Female,Undergraduate,USA,7.3,Snapchat,No,Single,Tik-Tok,4,3,6
3822,15,Male,High School,Germany,3.1,WhatsApp,Yes,Single,Instagram,8,3,7
3823,24,Male,Graduate,Chile,3.1,WhatsApp,No,Single,Instagram,6,6,4
3824,19,Male,Undergraduate,Mexico,6.4,Instagram,Yes,In-Relationship,WhatsApp,4,1,10
3825,19,Female,Undergraduate,Israel,4.1,WhatsApp,Yes,In-Relationship,Tik-Tok,8,9,6
3826,21,Male,Undergraduate,Austria,8.7,Instagram,No,Complicated,Twitter,8,4,3
3827,22,Male,Undergraduate,Egypt,9.4,LINE,Yes,Single,Twitter,7,7,7
3828,20,Male,Undergraduate,Norway,7.9,WhatsApp,Yes,In-Relationship,WhatsApp,8,7,5
3829,23,Female,Graduate,Chile,7.6,WhatsApp,No,Single,Instagram,4,4,6
3830,20,Female,Undergraduate,Mexico,8.7,Twitter,Yes,Single,Instagram,4,7,3
3831,20,Male,Undergraduate,Bangladesh,6.5,Instagram,No,Single,LinkedIn,7,3,7
3832,21,Male,Undergraduate,Brazil,9.1,Instagram,Yes,In-Relationship,Snapchat,6,3,2
3833,18,Female,High School,Denmark,7.5,WhatsApp,Yes,Single,LinkedIn,6,2,6
3834,15,Female,High School,Nigeria,7.3,Instagram,Yes,Single,Snapchat,4,2,8
3835,17,Male,High School,Japan,7.7,WhatsApp,Yes,Single,Twitter,4,3,8
3836,17,Male,High School,Germany,8.4,Snapchat,No,Complicated,Facebook,5,6,7
3837,17,Male,High School,Egypt,9.8,Tik-Tok,Yes,In-Relationship,Facebook,7,6,4
3838,20,Female,Undergraduate,Philippines,4.8,Instagram,Yes,Complicated,WhatsApp,4,9,3
3839,22,Female,Undergraduate,France,5.8,Tik-Tok,No,Single,Twitter,4,10,3
3840,24,Male,Graduate,UAE,3.5,LINE,Yes,Single,LinkedIn,5,9,2
3841,20,Female,Undergraduate,Chile,4.1,Snapchat,No,Single,LinkedIn,6,1,6
3842,22,Male,Undergraduate,USA,6,WhatsApp,Yes,In-Relationship,Instagram,5,5,8
3843,15,Male,High School,Italy,8.6,Instagram,No,Single,Snapchat,5,5,1
3844,19,Female,Undergraduate,Hungary,5.7,Snapchat,Yes,Single,Snapchat,8,3,7
3845,24,Female,Graduate,UAE,6.7,Instagram,Yes,Single,Snapchat,7,9,3
3846,24,Female,Graduate,Israel,6.9,Facebook,Yes,Single,WhatsApp,6,3,2
3847,23,Female,Graduate,Canada,6.4,Snapchat,No,Single,WhatsApp,7,4,1
3848,21,Female,Undergraduate,Norway,3.3,Snapchat,Yes,Single,Snapchat,6,3,9
3849,22,Male,Undergraduate,Greece,4.7,Facebook,No,Complicated,Tik-Tok,4,7,2
3850,24,Female,Graduate,Czech Republic,9.6,WhatsApp,No,Single,Twitter,4,1,1
3851,17,Female,High School,Thailand,6.9,Twitter,Yes,Single,WhatsApp,6,3,9
3852,23,Male,Graduate,Chile,8.7,Twitter,Yes,Single,Facebook,4,7,10
3853,19,Female,Undergraduate,France,6.9,Snapchat,No,Single,LinkedIn,8,6,3
3854,16,Male,High School,Turkey,3.7,WhatsApp,No,Single,Twitter,6,7,5
3855,15,Male,High School,Ireland,5.2,WhatsApp,Yes,Single,Facebook,7,5,8
3856,25,Male,Graduate,Turkey,5.4,Tik-Tok,No,Single,Instagram,8,4,7
3857,16,Male,High School,Portugal,6.6,Facebook,Yes,Single,Instagram,5,10,10
3858,23,Female,Graduate,Czech Republic,5.3,Tik-Tok,Yes,Single,LinkedIn,6,10,8
3859,16,Female,High School,Switzerland,4.2,Linkdin,Yes,Single,Instagram,6,1,1
3860,21,Male,Undergraduate,Turkey,5.2,Facebook,Yes,Single,Instagram,6,1,8
3861,19,Female,Undergraduate,Colombia,4.7,WhatsApp,Yes,In-Relationship,WhatsApp,8,5,4
3862,15,Male,High School,Hungary,6.2,Linkdin,No,Complicated,LinkedIn,8,7,3
3863,25,Male,Graduate,Brazil,7.2,Tik-Tok,Yes,In-Relationship,WhatsApp,6,10,4
3864,22,Male,Undergraduate,Argentina,7.2,WhatsApp,No,In-Relationship,Facebook,8,6,5
3865,26,Female,Graduate,Romania,5,Instagram,No,Single,WhatsApp,5,2,5
3866,26,Female,Graduate,Czech Republic,7.4,Twitter,Yes,Complicated,Instagram,5,2,3
3867,21,Female,Undergraduate,Germany,6.8,Twitter,No,In-Relationship,Twitter,5,3,10
3868,24,Male,Graduate,Czech Republic,6.9,Facebook,No,Single,Instagram,6,1,1
3869,25,Male,Graduate,South Korea,5.5,Linkdin,No,Single,Tik-Tok,4,7,10
3870,20,Female,Undergraduate,UAE,7.5,Instagram,Yes,Complicated,LinkedIn,5,7,6
3871,26,Female,Graduate,Bangladesh,4.8,Snapchat,Yes,In-Relationship,Instagram,7,2,4
3872,16,Male,High School,Thailand,9.9,WhatsApp,No,Complicated,Twitter,5,4,10
3873,15,Female,High School,Pakistan,7.8,Linkdin,Yes,Single,WhatsApp,6,1,3
3874,23,Female,Graduate,Finland,3.1,LINE,No,Single,Instagram,7,1,9
3875,26,Female,Graduate,Germany,5.3,Instagram,Yes,Single,Instagram,5,2,5
3876,23,Male,Graduate,France,5.4,Twitter,No,Single,Instagram,4,9,8
3877,20,Male,Undergraduate,Norway,8.5,LINE,Yes,In-Relationship,Snapchat,5,5,8
3878,18,Male,High School,Japan,4.3,Snapchat,No,In-Relationship,Snapchat,8,7,4
3879,15,Female,High School,Ireland,5.7,LINE,No,Complicated,WhatsApp,7,5,3
3880,22,Female,Undergraduate,Bangladesh,8.1,Twitter,No,Single,Instagram,5,8,9
3881,16,Female,High School,Thailand,3.3,Tik-Tok,Yes,Single,Instagram,6,5,6
3882,22,Female,Undergraduate,USA,5,Linkdin,No,Single,Instagram,8,7,8
3883,16,Male,High School,UK,8.2,Linkdin,Yes,In-Relationship,LinkedIn,6,7,7
3884,25,Male,Graduate,Malaysia,4.3,Snapchat,Yes,Single,Instagram,7,10,2
3885,20,Male,Undergraduate,Thailand,5.7,Tik-Tok,Yes,In-Relationship,Instagram,5,2,7
3886,23,Female,Graduate,Indonesia,6.4,LINE,Yes,Single,Instagram,4,1,3
3887,16,Female,High School,China,5.8,WhatsApp,Yes,Complicated,Instagram,8,7,6
3888,24,Male,Graduate,Portugal,4.9,Snapchat,Yes,Single,Instagram,6,1,7
3889,15,Female,High School,China,7.3,Snapchat,Yes,Single,Instagram,8,10,5
3890,16,Male,High School,Israel,4.2,Instagram,No,Single,Instagram,6,6,1
3891,16,Female,High School,New Zealand,5.3,Instagram,Yes,Complicated,Facebook,6,4,9
3892,18,Male,High School,Pakistan,9.3,Twitter,Yes,Complicated,Instagram,5,5,5
3893,26,Male,Graduate,Italy,6.1,WhatsApp,No,In-Relationship,Facebook,6,8,7
3894,22,Female,Undergraduate,Israel,5.9,Tik-Tok,No,Single,Instagram,7,10,4
3895,19,Male,Undergraduate,Norway,7,LINE,Yes,Complicated,Snapchat,8,9,4
3896,15,Male,High School,New Zealand,6.7,WhatsApp,Yes,Single,Facebook,6,6,2
3897,15,Male,High School,Pakistan,3.2,Snapchat,Yes,Single,Twitter,8,5,10
3898,25,Female,Graduate,Sweden,9.5,Snapchat,No,Single,Instagram,5,6,10
3899,19,Male,Undergraduate,Austria,4.8,Linkdin,Yes,Single,Instagram,7,5,4
3900,19,Male,Undergraduate,Austria,4.8,Snapchat,Yes,Complicated,Facebook,8,3,8
3901,15,Male,High School,Belgium,7,Twitter,No,Single,Snapchat,5,9,5
3902,16,Male,High School,France,6.7,Instagram,Yes,Complicated,WhatsApp,6,6,7
3903,15,Male,High School,UAE,8.8,Tik-Tok,Yes,Complicated,Instagram,6,7,3
3904,25,Female,Graduate,Norway,3.3,Tik-Tok,No,Single,Instagram,7,6,1
3905,20,Female,Undergraduate,Saudi Arabia,4.6,Instagram,Yes,Complicated,Snapchat,8,1,7
3906,19,Female,Undergraduate,China,6.8,WhatsApp,Yes,Complicated,Snapchat,5,10,10
3907,16,Female,High School,Spain,6.6,LINE,Yes,Single,Twitter,6,4,1
3908,24,Male,Graduate,Hungary,6,Snapchat,Yes,Complicated,Twitter,8,1,6
3909,22,Female,Undergraduate,Germany,7.4,Instagram,Yes,Single,Twitter,4,5,10
3910,16,Female,High School,South Africa,5.9,Snapchat,Yes,Single,Snapchat,6,4,5
3911,25,Male,Graduate,Brazil,5.8,Facebook,No,In-Relationship,Snapchat,7,8,9
3912,22,Female,Undergraduate,Thailand,5.4,WhatsApp,Yes,Complicated,Snapchat,7,2,2
3913,15,Female,High School,South Africa,5,Snapchat,No,Complicated,Instagram,8,9,7
3914,24,Male,Graduate,Canada,4.8,Instagram,Yes,Complicated,LinkedIn,6,10,6
3915,26,Female,Graduate,Turkey,9.2,Instagram,Yes,In-Relationship,Facebook,7,9,3
3916,26,Male,Graduate,New Zealand,7,Snapchat,Yes,Single,Instagram,8,5,10
3917,23,Male,Graduate,India,4.4,Instagram,Yes,Single,LinkedIn,8,9,1
3918,20,Female,Undergraduate,Singapore,7.7,Tik-Tok,Yes,Single,Snapchat,7,1,4
3919,26,Female,Graduate,Israel,9.7,Snapchat,No,In-Relationship,Snapchat,5,3,6
3920,18,Male,High School,Finland,5.8,Instagram,Yes,Single,LinkedIn,8,2,5
3921,18,Male,High School,Hungary,3.3,WhatsApp,No,Single,Instagram,8,5,8
3922,16,Female,High School,Egypt,6.7,LINE,Yes,In-Relationship,Instagram,8,3,4
3923,25,Female,Graduate,Brazil,9,Snapchat,Yes,Complicated,WhatsApp,8,7,4
3924,22,Male,Undergraduate,Netherlands,8.6,Twitter,No,Single,Instagram,4,3,1
3925,26,Female,Graduate,Russia,8.1,Snapchat,No,In-Relationship,Twitter,7,1,1
3926,18,Female,High School,Mexico,5.6,Twitter,No,In-Relationship,LinkedIn,6,9,7
3927,18,Male,High School,Switzerland,5.9,Tik-Tok,Yes,Complicated,Tik-Tok,5,10,10
3928,17,Male,High School,Chile,5.1,Snapchat,No,Single,WhatsApp,4,3,6
3929,25,Male,Graduate,Bangladesh,6.6,WhatsApp,Yes,Single,Snapchat,6,2,8
3930,16,Male,High School,Spain,8.3,WhatsApp,Yes,Complicated,Twitter,5,8,8
3931,17,Male,High School,Netherlands,4.8,Linkdin,Yes,Single,Instagram,4,8,8
3932,18,Male,High School,Nigeria,8.9,Instagram,No,Single,LinkedIn,8,3,5
3933,15,Male,High School,Switzerland,4.7,Instagram,Yes,Single,Facebook,4,3,6
3934,18,Male,High School,Mexico,6.9,Facebook,Yes,Single,Twitter,8,7,6
3935,24,Female,Graduate,Ireland,7.8,Instagram,No,Single,Twitter,5,9,9
3936,22,Male,Undergraduate,Italy,5.8,Linkdin,Yes,Complicated,WhatsApp,8,9,8
3937,23,Female,Graduate,Egypt,4.5,LINE,Yes,Complicated,Instagram,8,4,1
3938,16,Female,High School,China,6.9,WhatsApp,Yes,Complicated,Instagram,4,10,7
3939,21,Female,Undergraduate,Sweden,4.4,Linkdin,No,Single,WhatsApp,4,8,5
3940,25,Male,Graduate,Poland,5.8,Facebook,Yes,Single,Twitter,8,5,9
3941,18,Female,High School,New Zealand,5.2,Snapchat,No,Single,LinkedIn,5,10,2
3942,25,Female,Graduate,Bangladesh,8.2,Tik-Tok,No,Complicated,Instagram,6,10,7
3943,23,Female,Graduate,Vietnam,4.1,Instagram,Yes,In-Relationship,WhatsApp,4,10,3
3944,26,Female,Graduate,Ireland,4.9,Instagram,Yes,In-Relationship,Instagram,5,9,5
3945,26,Male,Graduate,South Africa,5.7,WhatsApp,Yes,Single,Instagram,5,6,8
3946,16,Male,High School,Colombia,7.1,LINE,No,Complicated,LinkedIn,8,10,2
3947,20,Female,Undergraduate,Canada,8.8,WhatsApp,Yes,Single,Facebook,5,8,1
3948,23,Female,Graduate,Italy,3.5,Snapchat,Yes,Complicated,LinkedIn,6,4,6
3949,20,Male,Undergraduate,Kenya,7.9,WhatsApp,Yes,Single,WhatsApp,4,8,7
3950,15,Female,High School,Singapore,7.1,Facebook,Yes,Single,Instagram,8,10,6
3951,16,Male,High School,Romania,7.7,Snapchat,Yes,Single,Snapchat,8,9,6
3952,21,Female,Undergraduate,Norway,3,Snapchat,Yes,In-Relationship,WhatsApp,6,3,3
3953,26,Female,Graduate,France,8.2,WhatsApp,Yes,Single,Twitter,8,10,10
3954,20,Male,Undergraduate,Sweden,6.8,Instagram,No,In-Relationship,Instagram,6,5,3
3955,18,Male,High School,Brazil,7,Facebook,Yes,Single,Instagram,7,10,7
3956,22,Male,Undergraduate,Hungary,3.5,Snapchat,Yes,Complicated,Twitter,5,9,4
3957,16,Female,High School,Chile,7,Tik-Tok,Yes,Complicated,Twitter,7,2,2
3958,22,Female,Undergraduate,Hungary,3.2,Instagram,Yes,Single,Twitter,4,3,6
3959,22,Male,Undergraduate,Finland,8.1,Snapchat,No,Complicated,Instagram,4,9,10
3960,25,Male,Graduate,Sweden,3.6,Instagram,No,In-Relationship,WhatsApp,7,9,10
3961,20,Female,Undergraduate,Netherlands,5.8,Snapchat,Yes,Complicated,Instagram,8,3,10
3962,25,Female,Graduate,Argentina,6.7,Linkdin,Yes,Single,Facebook,5,10,5
3963,16,Female,High School,France,7.7,Twitter,No,Single,WhatsApp,4,10,5
3964,23,Male,Graduate,Pakistan,4.3,Tik-Tok,Yes,In-Relationship,LinkedIn,6,9,6
3965,20,Male,Undergraduate,Germany,5.6,Twitter,Yes,Single,WhatsApp,6,4,3
3966,17,Male,High School,Sweden,7.1,Instagram,Yes,Single,WhatsApp,4,9,8
3967,20,Female,Undergraduate,Poland,6.3,Instagram,Yes,In-Relationship,Tik-Tok,6,9,5
3968,22,Male,Undergraduate,Ireland,9.4,Facebook,Yes,Single,LinkedIn,5,5,9
3969,26,Female,Graduate,Netherlands,3.6,Snapchat,Yes,Single,Instagram,6,9,9
3970,22,Male,Undergraduate,India,5.9,Instagram,Yes,In-Relationship,Twitter,6,8,5
3971,16,Female,High School,Philippines,5,LINE,Yes,Single,Instagram,8,3,4
3972,16,Male,High School,Finland,9.9,Snapchat,Yes,Single,LinkedIn,5,7,2
3973,22,Male,Undergraduate,Philippines,5.3,Facebook,Yes,In-Relationship,Instagram,6,8,8
3974,19,Male,Undergraduate,Belgium,8.7,Instagram,No,In-Relationship,Twitter,6,6,1
3975,21,Male,Undergraduate,Malaysia,5.6,WhatsApp,No,Single,Tik-Tok,4,8,5
3976,15,Female,High School,Egypt,9.7,Tik-Tok,Yes,Complicated,Snapchat,4,6,10
3977,25,Female,Graduate,Switzerland,5.8,Tik-Tok,No,Single,LinkedIn,8,3,2
3978,23,Male,Graduate,Portugal,7.3,Instagram,Yes,Complicated,LinkedIn,7,1,10
3979,26,Female,Graduate,Japan,3.3,WhatsApp,Yes,Single,Instagram,4,5,6
3980,22,Female,Undergraduate,Belgium,6.1,WhatsApp,Yes,Single,WhatsApp,7,7,5
3981,17,Male,High School,Poland,3.7,Snapchat,Yes,Single,Instagram,6,10,4
3982,17,Female,High School,Portugal,5.8,Facebook,Yes,In-Relationship,Twitter,5,7,4
3983,21,Female,Undergraduate,Canada,4.3,Tik-Tok,Yes,Single,Facebook,6,5,5
3984,19,Male,Undergraduate,Italy,7.1,Instagram,No,Single,Tik-Tok,8,10,10
3985,15,Male,High School,Saudi Arabia,4.1,LINE,No,Single,WhatsApp,4,4,7
3986,16,Female,High School,South Africa,7.9,Snapchat,No,Single,LinkedIn,8,4,5
3987,22,Female,Undergraduate,Sweden,6,Linkdin,No,Single,Instagram,6,8,9
3988,16,Male,High School,Russia,5,WhatsApp,Yes,In-Relationship,LinkedIn,7,5,4
3989,23,Male,Graduate,Portugal,7,Tik-Tok,Yes,Complicated,Instagram,4,1,9
3990,20,Female,Undergraduate,Thailand,4.2,Facebook,No,Single,Twitter,5,1,10
3991,22,Male,Undergraduate,Egypt,9.6,Snapchat,Yes,Single,Facebook,7,7,3
3992,19,Male,Undergraduate,Thailand,3.9,LINE,Yes,Single,Instagram,6,2,3
3993,25,Male,Graduate,Denmark,7.8,WhatsApp,Yes,Complicated,Twitter,4,6,3
3994,18,Male,High School,Israel,7.1,LINE,No,Single,Snapchat,4,8,10
3995,19,Female,Undergraduate,Austria,8.6,Snapchat,Yes,Single,Facebook,8,9,3
3996,16,Female,High School,Singapore,8.5,Twitter,Yes,Complicated,Snapchat,7,1,10
3997,19,Male,Undergraduate,New Zealand,7.1,Instagram,No,Single,Twitter,5,10,9
3998,17,Female,High School,Sweden,5.2,WhatsApp,No,Single,Instagram,7,10,8
3999,15,Female,High School,Japan,4.6,Facebook,Yes,Single,WhatsApp,6,1,6
4000,18,Female,High School,Egypt,8.3,WhatsApp,Yes,Single,Instagram,4,4,5
4001,15,Male,High School,Singapore,6.7,WhatsApp,No,Single,WhatsApp,8,7,8
4002,17,Female,High School,UK,7.4,Tik-Tok,Yes,Single,Twitter,5,4,10
4003,19,Male,Undergraduate,France,7.1,Linkdin,No,Complicated,Snapchat,5,5,6
